"","year","ref_id","reviewed_by","status"
"2884",1951,"ISIA1951UJ56900005",NA,NA
"2885",1950,"ISIA1950YA70500011",NA,NA
"2886",1950,"ISIA1950UN36000004",NA,NA
"2887",1948,"ISIA1948XV94700005",NA,NA
"2888",1948,"ISIA1948YA57900009",NA,NA
"2889",1948,"ISIA1948YG33500004",NA,NA
"2890",1948,"ISIA1948XU17000003",NA,NA
"2891",1948,"ISIA1948XU17100007",NA,NA
"2892",1947,"ISIA1947YA57700076",NA,NA
"2893",1947,"ISIA1947YA57700077",NA,NA
"2894",1945,"ISIA1945XU43300012",NA,NA
"2895",1945,"ISIA1945YB13500012",NA,NA
"2896",1945,"ISIA1945YC80800003",NA,NA
"2897",1942,"ISI000202280300002",NA,NA
"2898",1941,"ISI000200550900003",NA,NA
"2899",1940,"ISI000207342100006",NA,NA
"2900",1939,"ISI000204692100015",NA,NA
"2901",1939,"ISI000201651700029",NA,NA
"2902",1939,"ISI000202254500032",NA,NA
"2903",1938,"ISI000204689100009",NA,NA
"2904",1938,"ISI000204867800028",NA,NA
"2905",1937,"ISI000204867100009",NA,NA
"2906",1936,"ISI000204865200030",NA,NA
"2907",1935,"ISI000200181800012",NA,NA
"2908",1934,"ISI000202375700007",NA,NA
"2909",1934,"ISI000202905300005",NA,NA
"2910",1934,"ISI000187826600007",NA,NA
"2911",1933,"ISI000204854000017",NA,NA
"2912",1933,"ISI000201205000036",NA,NA
"2913",1932,"ISI000202265900008",NA,NA
"2914",1931,"ISI000202512200022",NA,NA
"2915",1931,"ISI000201078300018",NA,NA
"2916",1931,"ISI000200951700157",NA,NA
"2917",1931,"ISI000200951700429",NA,NA
"2918",1931,"ISI000202313200012",NA,NA
"2919",1930,"ISI000187821800003",NA,NA
"2920",1930,"ISI000201688400189",NA,NA
"2921",1930,"ISI000201688400299",NA,NA
"2922",1930,"ISI000207326800009",NA,NA
"2923",1930,"ISI000200955200051",NA,NA
"2924",1930,"ISI000200951600198",NA,NA
"2925",1930,"ISI000201490000044",NA,NA
"2926",1930,"ISI000201490000054",NA,NA
"2927",1930,"ISI000201490000055",NA,NA
"2928",1930,"ISI000201688300247",NA,NA
"2929",1930,"ISI000188726600554",NA,NA
"2930",1928,"ISI000205356400004",NA,NA
"2931",1927,"ISI000200961000114",NA,NA
"2932",1927,"ISI000204614600071",NA,NA
"2933",1925,"ISI000200974700014",NA,NA
"2934",1924,"ISI000200444800007",NA,NA
"2935",1924,"ISI000205351500001",NA,NA
"2936",1923,"ISI000202755500063",NA,NA
"2937",1923,"ISI000206645300002",NA,NA
"2938",1920,"ISI000202445600026",NA,NA
"2939",1913,"ISI000201020100006",NA,NA
"2940",1907,"ISI000202586900005",NA,NA
"2941",1907,"ISI000206514900020",NA,NA
"2942",1906,"ISI000188313000282",NA,NA
"2943",1906,"ISI000205256900023",NA,NA
"2944",1902,"ISI000188312700047",NA,NA
"2945",1902,"ISI000200358100004",NA,NA
"2946",1900,"ISI000206051500002",NA,NA
"2947",2001,"ISI000167773800012",NA,NA
"2948",1900,"ISI000202791900002",NA,NA
"2949",1939,"ISI000206912800098",NA,NA
"2950",2018,"ISI000457059600009",NA,NA
"2951",2018,"ISI000457059600010",NA,NA
"2952",2018,"ISI000457335700006",NA,NA
"2953",2018,"ISI000455643000013",NA,NA
"2954",2018,"ISI000448811900004",NA,NA
"2955",2018,"ISI000454771200029",NA,NA
"2956",2018,"ISI000454649600018",NA,NA
"2957",2018,"ISI000454749800010",NA,NA
"2958",2018,"ISI000454355100012",NA,NA
"2959",2018,"ISI000454163100023",NA,NA
"2960",2018,"ISI000453557100003",NA,NA
"2961",2018,"ISI000453548100002","Rsaurio","included in review"
"2962",2018,"ISI000450605600001",NA,NA
"2963",2018,"ISI000450605600002",NA,NA
"2964",2018,"ISI000452570200087",NA,NA
"2965",2018,"ISI000441062500012",NA,NA
"2966",2018,"ISI000452815200032",NA,NA
"2967",2018,"ISI000452732100007","Rsaurio","included in review"
"2968",2018,"ISI000453446100011",NA,NA
"2969",2018,"ISI000452084700018",NA,NA
"2970",2018,"ISI000452084700022",NA,NA
"2971",2018,"ISI000447108300009",NA,NA
"2972",2018,"ISI000451262300042",NA,NA
"2973",2018,"ISI000431556200005",NA,NA
"2974",2018,"ISI000453046200002",NA,NA
"2975",2012,"ISI000310583300042",NA,NA
"2976",2018,"ISI000451742100004",NA,NA
"2977",2018,"ISI000449478600006",NA,NA
"2978",2018,"ISI000450123400005",NA,NA
"2979",2018,"ISI000450303700002",NA,NA
"2980",2018,"ISI000447569100011",NA,NA
"2981",2018,"ISI000455650000001",NA,NA
"2982",2018,"ISI000449379500016",NA,NA
"2983",2018,"ISI000449268800001",NA,NA
"2984",2018,"ISI000454737500016",NA,NA
"2985",2012,"ISI000323380500008",NA,NA
"2986",2018,"ISI000452945900003","Rsaurio","rejected off topic"
"2987",2018,"ISI000449448100008",NA,NA
"2988",2018,"ISI000451783400011","Rsaurio","rejected off topic"
"2989",2018,"ISI000452306200023",NA,NA
"2990",2018,"ISI000452943500018",NA,NA
"2991",2018,"ISI000448409000025","Rsaurio","included in review"
"2992",2018,"ISI000449306200008",NA,NA
"2993",2018,"ISI000449027600053",NA,NA
"2994",2018,"ISI000449129400005",NA,NA
"2995",2018,"ISI000445800000002","Rsaurio","rejected off topic"
"2996",2018,"ISI000446569200004",NA,NA
"2997",2018,"ISI000446253500009",NA,NA
"2998",2018,"ISI000445386400029","Rsaurio","rejected off topic"
"2999",2018,"ISI000448624000001",NA,NA
"3000",2018,"ISI000447511100007",NA,NA
"3001",2018,"ISI000439400500017","Rsaurio","included in review"
"3002",2018,"ISI000446897200053",NA,NA
"3003",2018,"ISI000445506000018",NA,NA
"3004",2018,"ISI000447072600001","Rsaurio","rejected off topic"
"3005",2018,"ISI000459361600013",NA,NA
"3006",2018,"ISI000446232300009",NA,NA
"3007",2018,"ISI000449529800024","Rsaurio","rejected off topic"
"3008",2012,"ISI000298346700001",NA,NA
"3009",2018,"ISI000448656700029",NA,NA
"3010",2018,"ISI000450376700005",NA,NA
"3011",2018,"ISI000451925200019",NA,NA
"3012",2018,"ISI000449309600004",NA,NA
"3013",2015,"ISI000379418300003",NA,NA
"3014",2018,"ISI000448628500004",NA,NA
"3015",2018,"ISI000446075600011",NA,NA
"3016",2018,"ISI000445730000002","Rsaurio","rejected off topic"
"3017",2018,"ISI000445501200017",NA,NA
"3018",2018,"ISI000444762500002",NA,NA
"3019",2002,"ISI000179428200010",NA,NA
"3020",2018,"ISI000444228000009",NA,NA
"3021",2018,"ISI000445586600001",NA,NA
"3022",2018,"ISI000445439700026",NA,NA
"3023",2018,"ISI000446469100013","Rsaurio","rejected off topic"
"3024",2018,"ISI000456130900018",NA,NA
"3025",2018,"ISI000462045400006",NA,NA
"3026",2018,"ISI000459345500018",NA,NA
"3027",2018,"ISI000458461000017",NA,NA
"3028",2018,"ISI000458461000030",NA,NA
"3029",2018,"ISI000456382400003",NA,NA
"3030",2002,"ISI000177617100023",NA,NA
"3031",2018,"ISI000456130900025",NA,NA
"3032",2018,"ISI000455160300022",NA,NA
"3033",2018,"ISI000446313000032",NA,NA
"3034",2018,"ISI000441845500004",NA,NA
"3035",2018,"ISI000443859600008",NA,NA
"3036",2018,"ISI000441845500005","Rsaurio","rejected off topic"
"3037",2018,"ISI000445331700001","Rsaurio","rejected off topic"
"3038",2018,"ISI000450165300036",NA,NA
"3039",2018,"ISI000452383000009",NA,NA
"3040",2018,"ISI000445605300011",NA,NA
"3041",2018,"ISI000452115100007",NA,NA
"3042",2018,"ISI000433153600013",NA,NA
"3043",2018,"ISI000445628100009",NA,NA
"3044",2018,"ISI000445628100013",NA,NA
"3045",2002,"ISI000177585100020",NA,NA
"3046",2018,"ISI000444793600025",NA,NA
"3047",2018,"ISI000444322200001",NA,NA
"3048",2018,"ISI000444322200003",NA,NA
"3049",2018,"ISI000444322200007",NA,NA
"3050",2018,"ISI000444322200009",NA,NA
"3051",2018,"ISI000440960500018","Rsaurio","rejected off topic"
"3052",2018,"ISI000440556800009",NA,NA
"3053",2018,"ISI000443108600002",NA,NA
"3054",2018,"ISI000442861600050",NA,NA
"3055",2018,"ISI000446468000016",NA,NA
"3056",2018,"ISI000442800100036","Rsaurio","rejected off topic"
"3057",2018,"ISI000442500400037",NA,NA
"3058",2018,"ISI000442387900001",NA,NA
"3059",2018,"ISI000441708600001",NA,NA
"3060",2018,"ISI000441377900007",NA,NA
"3061",2018,"ISI000441331000009","Rsaurio","rejected off topic"
"3062",2018,"ISI000441860700001",NA,NA
"3063",2018,"ISI000440768100037",NA,NA
"3064",2018,"ISI000440566500001",NA,NA
"3065",2018,"ISI000440287200015",NA,NA
"3066",2018,"ISI000442714300034",NA,NA
"3067",2018,"ISI000444046700177",NA,NA
"3068",2018,"ISI000438624900007",NA,NA
"3069",2015,"ISI000379418300004",NA,NA
"3070",2018,"ISI000452092500005",NA,NA
"3071",2018,"ISI000447591600009","Rsaurio",NA
"3072",2018,"ISI000444520600009",NA,NA
"3073",2018,"ISI000444004300003",NA,NA
"3074",2018,"ISI000443626500003",NA,NA
"3075",2018,"ISI000444479700009",NA,NA
"3076",2018,"ISI000443254400059",NA,NA
"3077",2018,"ISI000443567000005",NA,NA
"3078",2018,"ISI000441234500009",NA,NA
"3079",2018,"ISI000440977500010","Rsaurio","rejected off topic"
"3080",2018,"ISI000439725900024",NA,NA
"3081",2018,"ISI000438561300023",NA,NA
"3082",2018,"ISI000439677300015",NA,NA
"3083",2018,"ISI000438087200001",NA,NA
"3084",2018,"ISI000438240900055",NA,NA
"3085",2018,"ISI000437330600001",NA,NA
"3086",2018,"ISI000437179600001",NA,NA
"3087",2018,"ISI000436955000015",NA,NA
"3088",2018,"ISI000459820800003",NA,NA
"3089",2018,"ISI000455569600003",NA,NA
"3090",2018,"ISI000446296800023",NA,NA
"3091",2018,"ISI000438283100006","Rsaurio","rejected off topic"
"3092",2018,"ISI000441238500002",NA,NA
"3093",2018,"ISI000438899900003",NA,NA
"3094",2018,"ISI000442542000023",NA,NA
"3095",2018,"ISI000435923100017","Rsaurio","rejected off topic"
"3096",2018,"ISI000444869300011",NA,NA
"3097",2018,"ISI000441814300071",NA,NA
"3098",2002,"ISI000177276700058",NA,NA
"3099",2018,"ISI000442934800005",NA,NA
"3100",2018,"ISI000441034700018",NA,NA
"3101",2018,"ISI000440143500017",NA,NA
"3102",2018,"ISI000439020200012",NA,NA
"3103",2018,"ISI000437825000004",NA,NA
"3104",2018,"ISI000437704000001",NA,NA
"3105",2018,"ISI000434356700014",NA,NA
"3106",2018,"ISI000430902900001",NA,NA
"3107",2018,"ISI000436338600001",NA,NA
"3108",2015,"ISI000379418300005",NA,NA
"3109",2018,"ISI000449979600001",NA,NA
"3110",2018,"ISI000435913100005",NA,NA
"3111",2018,"ISI000435461900006",NA,NA
"3112",2018,"ISI000435063400007","Rsaurio","rejected off topic"
"3113",2018,"ISI000439062700011",NA,NA
"3114",2018,"ISI000434745300023",NA,NA
"3115",2018,"ISI000436202800008",NA,NA
"3116",2018,"ISI000434964400015",NA,NA
"3117",2018,"ISI000434789700028",NA,NA
"3118",2018,"ISI000434635500047",NA,NA
"3119",2018,"ISI000449378000002",NA,NA
"3120",2018,"ISI000456633600006",NA,NA
"3121",2018,"ISI000433571100011",NA,NA
"3122",2018,"ISI000452042900007",NA,NA
"3123",2018,"ISI000438993300008",NA,NA
"3124",2018,"ISI000447589600019",NA,NA
"3125",2018,"ISI000435649100018",NA,NA
"3126",2018,"ISI000442003300004",NA,NA
"3127",2018,"ISI000436252900001","Rsaurio","rejected off topic (not related to taxon)"
"3128",2018,"ISI000435225000006",NA,NA
"3129",2018,"ISI000443263400004",NA,NA
"3130",2018,"ISI000435225000015",NA,NA
"3131",2018,"ISI000435390100002",NA,NA
"3132",2018,"ISI000435390100007",NA,NA
"3133",2018,"ISI000435390100009",NA,NA
"3134",2018,"ISI000433601300003",NA,NA
"3135",2018,"ISI000432717100008",NA,NA
"3136",2018,"ISI000433009500001","Rsaurio","rejected off topic"
"3137",2016,"ISI000382820800006",NA,NA
"3138",2018,"ISI000431735300037",NA,NA
"3139",2018,"ISI000430994900038",NA,NA
"3140",2018,"ISI000429395500006",NA,NA
"3141",2018,"ISI000451955500001",NA,NA
"3142",2012,"ISI000307400800003",NA,NA
"3143",2018,"ISI000433355000001",NA,NA
"3144",2018,"ISI000433061300010",NA,NA
"3145",2018,"ISI000432754200002",NA,NA
"3146",2018,"ISI000432382000009","Rsaurio","rejected off topic"
"3147",2018,"ISI000439465900023",NA,NA
"3148",2018,"ISI000439465900025",NA,NA
"3149",2018,"ISI000439465900027",NA,NA
"3150",2018,"ISI000430980400002",NA,NA
"3151",2018,"ISI000431820600006",NA,NA
"3152",2018,"ISI000428938400002",NA,NA
"3153",2018,"ISI000429977000004","Rsaurio","rejected off topic"
"3154",2018,"ISI000443792900008","Rsaurio","rejected off topic"
"3155",2018,"ISI000438231600016","Rsaurio","rejected off topic"
"3156",2018,"ISI000437017600005",NA,NA
"3157",2018,"ISI000435193700022","Rsaurio","rejected off topic"
"3158",2018,"ISI000433498000097",NA,NA
"3159",2015,"ISI000379418300006",NA,NA
"3160",2018,"ISI000432526300004","Rsaurio","rejected off topic"
"3161",2018,"ISI000432834800024",NA,NA
"3162",2018,"ISI000432440600003","Rsaurio","rejected off topic"
"3163",2018,"ISI000432501800007",NA,NA
"3164",2018,"ISI000432234000015",NA,NA
"3165",2018,"ISI000432240500010","Rsaurio","rejected off topic"
"3166",2018,"ISI000431837800035","Rsaurio","rejected off topic"
"3167",2018,"ISI000430123800031","Rsaurio","rejected off topic"
"3168",2018,"ISI000428360500001",NA,NA
"3169",2018,"ISI000428887700008",NA,NA
"3170",2018,"ISI000430746800001",NA,NA
"3171",2018,"ISI000429679900005",NA,NA
"3172",2018,"ISI000429850500007",NA,NA
"3173",2018,"ISI000441832400001",NA,NA
"3174",2018,"ISI000430774800017",NA,NA
"3175",2017,"ISI000467953900011",NA,NA
"3176",2018,"ISI000429787000007",NA,NA
"3177",2018,"ISI000430807200027","Rsaurio","rejected off topic"
"3178",2018,"ISI000430667700002","Rsaurio","included in review"
"3179",2018,"ISI000433084400002",NA,NA
"3180",2018,"ISI000427700100016",NA,NA
"3181",2018,"ISI000442701700016","Rsaurio","rejected off topic"
"3182",2018,"ISI000438958200003",NA,NA
"3183",2018,"ISI000435701700005",NA,NA
"3184",2018,"ISI000434300600002",NA,NA
"3185",2018,"ISI000432169600010",NA,NA
"3186",2018,"ISI000432510800038",NA,NA
"3187",2018,"ISI000432338000001",NA,NA
"3188",2018,"ISI000430788500032",NA,NA
"3189",2018,"ISI000430834300017",NA,NA
"3190",2018,"ISI000434656700003",NA,NA
"3191",2018,"ISI000429550500010",NA,NA
"3192",2018,"ISI000429465500004",NA,NA
"3193",2018,"ISI000429465500016",NA,NA
"3194",2018,"ISI000428216300019",NA,NA
"3195",2018,"ISI000442421800024",NA,NA
"3196",2018,"ISI000429629700002",NA,NA
"3197",2018,"ISI000429352400012",NA,NA
"3198",2018,"ISI000428383300009",NA,NA
"3199",2018,"ISI000428774900006",NA,NA
"3200",2018,"ISI000434778800042",NA,NA
"3201",2018,"ISI000428240700004",NA,NA
"3202",2018,"ISI000428319600009","Rsaurio",NA
"3203",2018,"ISI000427600900007","Rsaurio","rejected off topic"
"3204",2018,"ISI000464612000016",NA,NA
"3205",2018,"ISI000427090500009",NA,NA
"3206",2018,"ISI000426530100046",NA,NA
"3207",2018,"ISI000428699300001","Rsaurio","rejected off topic"
"3208",2018,"ISI000428168400020",NA,NA
"3209",2018,"ISI000435714600027",NA,NA
"3210",2018,"ISI000511854200011",NA,NA
"3211",2018,"ISI000428026800002","Rsaurio","rejected off topic"
"3212",2018,"ISI000428817200011",NA,NA
"3213",2018,"ISI000427204200007",NA,NA
"3214",2018,"ISI000505104900006",NA,NA
"3215",2018,"ISI000436985000444",NA,NA
"3216",2018,"ISI000423830500022","Rsaurio","rejected off topic"
"3217",2018,"ISI000438898500008",NA,NA
"3218",2018,"ISI000425744100015",NA,NA
"3219",2018,"ISI000435910300003","Rsaurio",NA
"3220",2018,"ISI000429019600036",NA,NA
"3221",2018,"ISI000430980300012",NA,NA
"3222",2018,"ISI000432409800008",NA,NA
"3223",2018,"ISI000430980300001",NA,NA
"3224",2018,"ISI000430980300005",NA,NA
"3225",2018,"ISI000430980300007",NA,NA
"3226",2018,"ISI000430980300008",NA,NA
"3227",2018,"ISI000429309603303",NA,NA
"3228",2018,"ISI000429455500011",NA,NA
"3229",2018,"ISI000428335900008",NA,NA
"3230",2018,"ISI000427308700008",NA,NA
"3231",2018,"ISI000429309604231",NA,NA
"3232",2018,"ISI000426533400004",NA,NA
"3233",2018,"ISI000428075700006",NA,NA
"3234",2018,"ISI000427546700010",NA,NA
"3235",2018,"ISI000427313700004",NA,NA
"3236",2018,"ISI000424048900021",NA,NA
"3237",2018,"ISI000472712300029",NA,NA
"3238",2018,"ISI000426961700013",NA,NA
"3239",2018,"ISI000426961700020",NA,NA
"3240",2018,"ISI000426961700036",NA,NA
"3241",2018,"ISI000426660700006",NA,NA
"3242",2018,"ISI000423644300045",NA,NA
"3243",2018,"ISI000426499800013","Rsaurio","rejected off topic"
"3244",2018,"ISI000426491500014",NA,NA
"3245",2018,"ISI000426492000022","Rsaurio","rejected off topic"
"3246",2018,"ISI000426083100014",NA,NA
"3247",2018,"ISI000426228700002",NA,NA
"3248",2018,"ISI000426228700003",NA,NA
"3249",2018,"ISI000472712300034",NA,NA
"3250",2018,"ISI000426365800001",NA,NA
"3251",2018,"ISI000466718100015","Rsaurio","rejected off topic"
"3252",2018,"ISI000424671200010",NA,NA
"3253",2018,"ISI000423830500009",NA,NA
"3254",2018,"ISI000423888900004",NA,NA
"3255",2018,"ISI000425684200010",NA,NA
"3256",2018,"ISI000456923600001",NA,NA
"3257",2018,"ISI000414922600146","Rsaurio","rejected off topic"
"3258",2018,"ISI000424876000074",NA,NA
"3259",2018,"ISI000425146100002","Rsaurio","rejected off topic"
"3260",2018,"ISI000463376700022",NA,NA
"3261",2018,"ISI000426258100009","Rsaurio","rejected off topic"
"3262",2018,"ISI000426258100010",NA,NA
"3263",2018,"ISI000424477800001",NA,NA
"3264",2018,"ISI000424320800006",NA,NA
"3265",2018,"ISI000424075300010",NA,NA
"3266",2018,"ISI000425100500011",NA,NA
"3267",2018,"ISI000430473000001","Rsaurio","rejected off topic"
"3268",2018,"ISI000452318700016",NA,NA
"3269",2018,"ISI000424860300010",NA,NA
"3270",2018,"ISI000430634500025","Rsaurio","rejected off topic"
"3271",2018,"ISI000457004700005",NA,NA
"3272",2018,"ISI000457528200015",NA,NA
"3273",2018,"ISI000453649700004",NA,NA
"3274",2018,"ISI000430988900040",NA,NA
"3275",2018,"ISI000429310800019",NA,NA
"3276",2018,"ISI000427544000269",NA,NA
"3277",2018,"ISI000426477000029",NA,NA
"3278",2018,"ISI000445206000006",NA,NA
"3279",2018,"ISI000425561900078",NA,NA
"3280",2018,"ISI000425465300024","Rsaurio","rejected off topic"
"3281",2018,"ISI000424650300018",NA,NA
"3282",2018,"ISI000424741000004",NA,NA
"3283",2018,"ISI000465373900097",NA,NA
"3284",2018,"ISI000424199400014",NA,NA
"3285",2018,"ISI000423812600015",NA,NA
"3286",2018,"ISI000422666900028",NA,NA
"3287",2018,"ISI000422925000008",NA,NA
"3288",2018,"ISI000467725302153",NA,NA
"3289",2018,"ISI000419943900055",NA,NA
"3290",2018,"ISI000423839500004",NA,NA
"3291",2018,"ISI000423412500076","Rsaurio","included in review"
"3292",2018,"ISI000422911300091",NA,NA
"3293",2018,"ISI000440643800002",NA,NA
"3294",2018,"ISI000440643800004",NA,NA
"3295",2018,"ISI000425682800001",NA,NA
"3296",2018,"ISI000423091400051",NA,NA
"3297",2018,"ISI000419952400056",NA,NA
"3298",2018,"ISI000419973000012",NA,NA
"3299",2018,"ISI000455562500053",NA,NA
"3300",2018,"ISI000491282100067",NA,NA
"3301",2018,"ISI000491283900118",NA,NA
"3302",2018,"ISI000459815100001",NA,NA
"3303",2018,"ISI000478822400011",NA,NA
"3304",2018,"ISI000469101300017",NA,NA
"3305",2018,"ISI000467856700046",NA,NA
"3306",2018,"ISI000464987300031",NA,NA
"3307",2018,"ISI000459856400128",NA,NA
"3308",2018,"ISI000459723800002",NA,NA
"3309",2018,"ISI000419456300016","Rsaurio","rejected off topic"
"3310",2018,"ISI000458684600242",NA,NA
"3311",2018,"ISI000458684600271",NA,NA
"3312",2018,"ISI000458739600009",NA,NA
"3313",2018,"ISI000458576200033",NA,NA
"3314",2018,"ISI000457680400096",NA,NA
"3315",2018,"ISI000440643800005",NA,NA
"3316",2018,"ISI000457579700005",NA,NA
"3317",2018,"ISI000457616800006",NA,NA
"3318",2018,"ISI000456764700003",NA,NA
"3319",2018,"ISI000455950200005",NA,NA
"3320",2018,"ISI000451994100018",NA,NA
"3321",2018,"ISI000454860700084",NA,NA
"3322",2018,"ISI000454215400001",NA,NA
"3323",2018,"ISI000441892100001",NA,NA
"3324",2018,"ISI000452661700037",NA,NA
"3325",2018,"ISI000423895800015",NA,NA
"3326",2018,"ISI000441908200070",NA,NA
"3327",2018,"ISI000440643800006",NA,NA
"3328",2018,"ISI000431307800024",NA,NA
"3329",2018,"ISI000452639200002","Rsaurio","rejected off topic"
"3330",2018,"ISI000453083600004",NA,NA
"3331",2018,"ISI000436926800007",NA,NA
"3332",2018,"ISI000431302500014",NA,NA
"3333",2018,"ISI000434059800002",NA,NA
"3334",2018,"ISI000432034200008",NA,NA
"3335",2018,"ISI000432034200003",NA,NA
"3336",2018,"ISI000432034200009",NA,NA
"3337",2018,"ISI000435229300013",NA,NA
"3338",2018,"ISI000451715900007",NA,NA
"3339",2018,"ISI000417105700002",NA,NA
"3340",2018,"ISI000452637600044",NA,NA
"3341",2018,"ISI000442288100030",NA,NA
"3342",2018,"ISI000423333000005",NA,NA
"3343",2018,"ISI000450749300001","Rsaurio","rejected off topic (not related to taxon)"
"3344",2018,"ISI000423689800005",NA,NA
"3345",2018,"ISI000428158800008",NA,NA
"3346",2018,"ISI000445790100001",NA,NA
"3347",2018,"ISI000443969800004",NA,NA
"3348",2018,"ISI000430418000010",NA,NA
"3349",2018,"ISI000453071600012",NA,NA
"3350",2018,"ISI000451711500026",NA,NA
"3351",2018,"ISI000448864200077",NA,NA
"3352",2018,"ISI000452492700008",NA,NA
"3353",2018,"ISI000450078300070",NA,NA
"3354",2018,"ISI000449533400099",NA,NA
"3355",2018,"ISI000449021100012",NA,NA
"3356",2018,"ISI000445790100004",NA,NA
"3357",2018,"ISI000447630600001",NA,NA
"3358",2018,"ISI000446394500089",NA,NA
"3359",2018,"ISI000447159000012",NA,NA
"3360",2018,"ISI000446830200001","Rsaurio","included in review"
"3361",2018,"ISI000432034200002",NA,NA
"3362",2018,"ISI000432034200001",NA,NA
"3363",2018,"ISI000444598200001",NA,NA
"3364",2018,"ISI000444003600007",NA,NA
"3365",2018,"ISI000443812200015",NA,NA
"3366",2018,"ISI000443812200026",NA,NA
"3367",2018,"ISI000443295200001",NA,NA
"3368",2018,"ISI000533471100143",NA,NA
"3369",2018,"ISI000435683400079",NA,NA
"3370",2018,"ISI000439351700003",NA,NA
"3371",2018,"ISI000438695900086",NA,NA
"3372",2018,"ISI000435887200023",NA,NA
"3373",2018,"ISI000433940200005",NA,NA
"3374",2018,"ISI000434656700006",NA,NA
"3375",2018,"ISI000434261700005",NA,NA
"3376",2018,"ISI000432705800042",NA,NA
"3377",2018,"ISI000432034200004",NA,NA
"3378",2018,"ISI000538776300004",NA,NA
"3379",2018,"ISI000434059800015",NA,NA
"3380",2018,"ISI000432248400006",NA,NA
"3381",2018,"ISI000432034200005","Rsaurio","rejected off topic"
"3382",2018,"ISI000432034200006",NA,NA
"3383",2018,"ISI000432034200011",NA,NA
"3384",2018,"ISI000434059800001",NA,NA
"3385",2018,"ISI000431591600002",NA,NA
"3386",2018,"ISI000431523500005",NA,NA
"3387",2018,"ISI000431603600004",NA,NA
"3388",2017,"ISI000429294000005",NA,NA
"3389",2018,"ISI000428816200006",NA,NA
"3390",2018,"ISI000429050400048",NA,NA
"3391",2018,"ISI000428752800015",NA,NA
"3392",2018,"ISI000428703100007",NA,NA
"3393",2018,"ISI000427750700005",NA,NA
"3394",2018,"ISI000426596900008","Rsaurio","rejected off topic"
"3395",2018,"ISI000426537000003",NA,NA
"3396",2018,"ISI000426151600013",NA,NA
"3397",2018,"ISI000426384600009",NA,NA
"3398",2018,"ISI000425136100010","Rsaurio","rejected off topic"
"3399",2018,"ISI000424876500007",NA,NA
"3400",2018,"ISI000424311300014",NA,NA
"3401",2018,"ISI000424174600005","Rsaurio","rejected off topic"
"3402",2017,"ISI000422611400001",NA,NA
"3403",2018,"ISI000424099300011",NA,NA
"3404",2018,"ISI000423777300061","Rsaurio","rejected off topic"
"3405",2018,"ISI000423005200048",NA,NA
"3406",2018,"ISI000422787000034",NA,NA
"3407",2018,"ISI000422906600007",NA,NA
"3408",2018,"ISI000419934100009","Rsaurio","rejected off topic"
"3409",2018,"ISI000419885700004",NA,NA
"3410",2017,"ISI000445172900016",NA,NA
"3411",2018,"ISI000419650300004",NA,NA
"3412",2018,"ISI000419600500021",NA,NA
"3413",2018,"ISI000419574300018",NA,NA
"3414",2018,"ISI000419014800002",NA,NA
"3415",2018,"ISI000413960200001",NA,NA
"3416",2018,"ISI000526057800015",NA,NA
"3417",2018,"ISI000540893100014",NA,NA
"3418",2018,"ISI000518231300005",NA,NA
"3419",2018,"ISI000518231300006",NA,NA
"3420",2018,"ISI000518231300008",NA,NA
"3421",2017,"ISI000414659600018",NA,NA
"3422",2018,"ISI000548587400043",NA,NA
"3423",2018,"ISI000560053500019",NA,NA
"3424",2018,"ISI000545000104015",NA,NA
"3425",2018,"ISI000417839700034","Rsaurio","rejected off topic"
"3426",2018,"ISI000417283100010",NA,NA
"3427",2018,"ISI000415677400003",NA,NA
"3428",2018,"ISI000415749400006",NA,NA
"3429",2018,"ISI000438898500030",NA,NA
"3430",2018,"ISI000451574200042",NA,NA
"3431",2018,"ISI000452533800105",NA,NA
"3432",2018,"ISI000451354000015",NA,NA
"3433",2018,"ISI000448265700006",NA,NA
"3434",2018,"ISI000448277800038",NA,NA
"3435",2018,"ISI000446992600120",NA,NA
"3436",2018,"ISI000445011500006",NA,NA
"3437",2018,"ISI000444624900007",NA,NA
"3438",2018,"ISI000445892400001",NA,NA
"3439",2018,"ISI000442483400001",NA,NA
"3440",2018,"ISI000442488200059",NA,NA
"3441",2017,"ISI000419006200022",NA,NA
"3442",2018,"ISI000418055700001",NA,NA
"3443",2017,"ISI000451805700001",NA,NA
"3444",2017,"ISI000417503200003",NA,NA
"3445",2002,"ISI000177787500049",NA,NA
"3446",2017,"ISI000426089400009","Rsaurio","rejected off topic"
"3447",2017,"ISI000424077900007",NA,NA
"3448",2017,"ISI000423920500003",NA,NA
"3449",2017,"ISI000423603700002",NA,NA
"3450",2017,"ISI000405518100006",NA,NA
"3451",2017,"ISI000422611400005",NA,NA
"3452",2017,"ISI000422611400011",NA,NA
"3453",2017,"ISI000419344300002","Rsaurio","rejected off topic"
"3454",2017,"ISI000418990200010",NA,NA
"3455",2017,"ISI000419173600023",NA,NA
"3456",2017,"ISI000419173600033",NA,NA
"3457",2017,"ISI000419123000012",NA,NA
"3458",2017,"ISI000457070600014",NA,NA
"3459",2017,"ISI000417521500006","Rsaurio","rejected off topic"
"3460",2017,"ISI000417509900009",NA,NA
"3461",2017,"ISI000415740100006","Rsaurio","included in review"
"3462",2017,"ISI000417067100012",NA,NA
"3463",2017,"ISI000416312100025",NA,NA
